PDC Year,Log name,Algorithm,TP,FP,TN,FN,Fscore (PDC),Fscore,balancedAccuracy,mcc,Fitness,Simplicity,Subprocesses,Events,Runtime
PDC20,pdc_2020_1000010.xes,DisCoveR,500,55,445,0,0.9417989417989417,0.947867298578199,0.9450000000000001,0.8954338623269738,1.0,69,0,18,0.09485030174255371
PDC20,pdc_2020_1000010.xes,Sp-DisCoveR,500,53,447,0,0.9440337909186906,0.949667616334283,0.9470000000000001,0.8990652167748825,1.0,67,1,19,0.7307729721069336
PDC20,pdc_2020_1000010.xes,Sp-DisCoveR_no_i2e_e2i,500,58,442,0,0.9384288747346072,0.945179584120983,0.942,0.8900082557709798,1.0,63,1,19,0.7186262607574463
PDC20,pdc_2020_1211000.xes,DisCoveR,526,230,244,0,0.67966573816156,0.8205928237129485,0.7573839662447257,0.5984635668602248,1.0,66,0,24,0.17428231239318848
PDC20,pdc_2020_1211000.xes,Sp-DisCoveR,526,223,251,0,0.6924137931034483,0.8250980392156863,0.7647679324894514,0.6098171769398802,1.0,69,1,25,1.2272498607635498
PDC20,pdc_2020_1211000.xes,Sp-DisCoveR_no_i2e_e2i,526,225,249,0,0.6887966804979253,0.8238057948316366,0.7626582278481013,0.606573462800595,1.0,65,1,25,1.3427038192749023
PDC20,pdc_2020_1110011.xes,DisCoveR,495,402,103,0,0.3388157894736842,0.7112068965517242,0.601980198019802,0.335489784952997,1.0,71,0,29,0.26439905166625977
PDC20,pdc_2020_1110011.xes,Sp-DisCoveR,495,402,103,0,0.3388157894736842,0.7112068965517242,0.601980198019802,0.335489784952997,1.0,71,0,29,1.1832520961761475
PDC20,pdc_2020_1110011.xes,Sp-DisCoveR_no_i2e_e2i,495,402,103,0,0.3388157894736842,0.7112068965517242,0.601980198019802,0.335489784952997,1.0,71,0,29,1.2130110263824463
PDC20,pdc_2020_0001010.xes,DisCoveR,499,103,398,0,0.8854282536151279,0.9064486830154406,0.8972055888223553,0.811474169837508,1.0,38,0,14,0.06520485877990723
PDC20,pdc_2020_0001010.xes,Sp-DisCoveR,499,103,398,0,0.8854282536151279,0.9064486830154406,0.8972055888223553,0.811474169837508,1.0,32,1,15,0.6508355140686035
PDC20,pdc_2020_0001010.xes,Sp-DisCoveR_no_i2e_e2i,499,103,398,0,0.8854282536151279,0.9064486830154406,0.8972055888223553,0.811474169837508,1.0,32,1,15,0.5301518440246582
PDC20,pdc_2020_1010100.xes,DisCoveR,501,13,486,0,0.9868020304568529,0.9871921182266009,0.9869739478957915,0.9743279593428311,1.0,75,0,20,0.061006784439086914
PDC20,pdc_2020_1010100.xes,Sp-DisCoveR,501,13,486,0,0.9868020304568529,0.9871921182266009,0.9869739478957915,0.9743279593428311,1.0,73,1,21,0.6698658466339111
PDC20,pdc_2020_1010100.xes,Sp-DisCoveR_no_i2e_e2i,501,23,476,0,0.9764102564102564,0.9775609756097561,0.9769539078156313,0.9550067099712942,1.0,68,1,21,0.6491491794586182
PDC20,pdc_2020_0211000.xes,DisCoveR,514,291,195,0,0.5726872246696035,0.7793783169067475,0.7006172839506173,0.5061541364201207,1.0,44,0,24,0.3083176612854004
PDC20,pdc_2020_0211000.xes,Sp-DisCoveR,514,291,195,0,0.5726872246696035,0.7793783169067475,0.7006172839506173,0.5061541364201207,1.0,44,0,24,1.2544591426849365
PDC20,pdc_2020_0211000.xes,Sp-DisCoveR_no_i2e_e2i,514,291,195,0,0.5726872246696035,0.7793783169067475,0.7006172839506173,0.5061541364201207,1.0,44,0,24,1.2588598728179932
PDC20,pdc_2020_0000001.xes,DisCoveR,535,417,48,0,0.1871345029239766,0.7195696032279758,0.5516129032258065,0.2408532766946536,1.0,18,0,20,0.20318341255187988
PDC20,pdc_2020_0000001.xes,Sp-DisCoveR,535,417,48,0,0.1871345029239766,0.7195696032279758,0.5516129032258065,0.2408532766946536,1.0,18,0,20,0.7223930358886719
PDC20,pdc_2020_0000001.xes,Sp-DisCoveR_no_i2e_e2i,535,417,48,0,0.1871345029239766,0.7195696032279758,0.5516129032258065,0.2408532766946536,1.0,18,0,20,0.72550368309021
PDC20,pdc_2020_0111000.xes,DisCoveR,530,200,270,0,0.7297297297297298,0.8412698412698413,0.7872340425531915,0.6458169776638585,1.0,44,0,24,0.2417774200439453
PDC20,pdc_2020_0111000.xes,Sp-DisCoveR,530,200,270,0,0.7297297297297298,0.8412698412698413,0.7872340425531915,0.6458169776638585,1.0,44,0,24,1.0558075904846191
PDC20,pdc_2020_0111000.xes,Sp-DisCoveR_no_i2e_e2i,530,200,270,0,0.7297297297297298,0.8412698412698413,0.7872340425531915,0.6458169776638585,1.0,44,0,24,1.053849220275879
PDC20,pdc_2020_1011000.xes,DisCoveR,496,0,504,0,1.0,1.0,1.0,1.0,1.0,60,0,16,0.04627537727355957
PDC20,pdc_2020_1011000.xes,Sp-DisCoveR,496,0,504,0,1.0,1.0,1.0,1.0,1.0,56,1,17,0.5243637561798096
PDC20,pdc_2020_1011000.xes,Sp-DisCoveR_no_i2e_e2i,496,2,502,0,0.9980119284294234,0.9979879275653923,0.998015873015873,0.9960078406004857,1.0,52,1,17,0.5122606754302979
PDC20,pdc_2020_1000001.xes,DisCoveR,526,387,87,0,0.3101604278074866,0.7310632383599722,0.5917721518987342,0.3251830789377841,1.0,26,0,20,0.07999539375305176
PDC20,pdc_2020_1000001.xes,Sp-DisCoveR,526,387,87,0,0.3101604278074866,0.7310632383599722,0.5917721518987342,0.3251830789377841,1.0,26,0,20,0.7178566455841064
PDC20,pdc_2020_1000001.xes,Sp-DisCoveR_no_i2e_e2i,526,387,87,0,0.3101604278074866,0.7310632383599722,0.5917721518987342,0.3251830789377841,1.0,26,0,20,0.7262554168701172
PDC20,pdc_2020_1201100.xes,DisCoveR,545,204,251,0,0.7110481586402266,0.8423493044822257,0.7758241758241758,0.6335611007806314,1.0,64,0,24,0.3464815616607666
PDC20,pdc_2020_1201100.xes,Sp-DisCoveR,545,204,251,0,0.7110481586402266,0.8423493044822257,0.7758241758241758,0.6335611007806314,1.0,61,1,25,1.6009228229522705
PDC20,pdc_2020_1201100.xes,Sp-DisCoveR_no_i2e_e2i,545,205,250,0,0.7092198581560284,0.8416988416988418,0.7747252747252747,0.631876094869397,1.0,56,1,25,1.3240411281585693
PDC20,pdc_2020_0200010.xes,DisCoveR,522,307,171,0,0.526964560862866,0.772760917838638,0.6788702928870293,0.4746156921299521,1.0,125,0,32,0.44824934005737305
PDC20,pdc_2020_0200010.xes,Sp-DisCoveR,522,307,171,0,0.526964560862866,0.772760917838638,0.6788702928870293,0.4746156921299521,1.0,125,0,32,2.593545913696289
PDC20,pdc_2020_0200010.xes,Sp-DisCoveR_no_i2e_e2i,522,307,171,0,0.526964560862866,0.772760917838638,0.6788702928870293,0.4746156921299521,1.0,125,0,32,2.5724761486053467
PDC20,pdc_2020_0000011.xes,DisCoveR,496,487,17,0,0.06525911708253358,0.6707234617985125,0.5168650793650794,0.1304587676670262,1.0,6,0,18,0.08107757568359375
PDC20,pdc_2020_0000011.xes,Sp-DisCoveR,496,487,17,0,0.06525911708253358,0.6707234617985125,0.5168650793650794,0.1304587676670262,1.0,6,0,18,0.7145485877990723
PDC20,pdc_2020_0000011.xes,Sp-DisCoveR_no_i2e_e2i,496,487,17,0,0.06525911708253358,0.6707234617985125,0.5168650793650794,0.1304587676670262,1.0,6,0,18,0.7352018356323242
PDC20,pdc_2020_1101001.xes,DisCoveR,509,400,91,0,0.3127147766323024,0.7179125528913963,0.5926680244399185,0.32214908314474194,1.0,25,0,24,0.1627180576324463
PDC20,pdc_2020_1101001.xes,Sp-DisCoveR,509,400,91,0,0.3127147766323024,0.7179125528913963,0.5926680244399185,0.32214908314474194,1.0,25,0,24,1.2013967037200928
PDC20,pdc_2020_1101001.xes,Sp-DisCoveR_no_i2e_e2i,509,400,91,0,0.3127147766323024,0.7179125528913963,0.5926680244399185,0.32214908314474194,1.0,25,0,24,1.333010196685791
PDC20,pdc_2020_1000000.xes,DisCoveR,526,0,474,0,1.0,1.0,1.0,1.0,1.0,76,0,20,0.10849428176879883
PDC20,pdc_2020_1000000.xes,Sp-DisCoveR,526,0,474,0,1.0,1.0,1.0,1.0,1.0,72,1,21,0.8491921424865723
PDC20,pdc_2020_1000000.xes,Sp-DisCoveR_no_i2e_e2i,526,0,474,0,1.0,1.0,1.0,1.0,1.0,68,1,21,0.8247008323669434
PDC20,pdc_2020_0211001.xes,DisCoveR,514,442,44,0,0.1660377358490566,0.6993197278911565,0.5452674897119342,0.2206280959432128,1.0,19,0,24,0.30916333198547363
PDC20,pdc_2020_0211001.xes,Sp-DisCoveR,514,442,44,0,0.1660377358490566,0.6993197278911565,0.5452674897119342,0.2206280959432128,1.0,19,0,24,1.2240405082702637
PDC20,pdc_2020_0211001.xes,Sp-DisCoveR_no_i2e_e2i,514,442,44,0,0.1660377358490566,0.6993197278911565,0.5452674897119342,0.2206280959432128,1.0,19,0,24,1.2389676570892334
PDC20,pdc_2020_1111011.xes,DisCoveR,505,419,76,0,0.2661996497373029,0.7067879636109167,0.5767676767676768,0.2896769239624666,1.0,19,0,22,0.10750031471252441
PDC20,pdc_2020_1111011.xes,Sp-DisCoveR,505,419,76,0,0.2661996497373029,0.7067879636109167,0.5767676767676768,0.2896769239624666,1.0,19,0,22,0.9224345684051514
PDC20,pdc_2020_1111011.xes,Sp-DisCoveR_no_i2e_e2i,505,419,76,0,0.2661996497373029,0.7067879636109167,0.5767676767676768,0.2896769239624666,1.0,19,0,22,0.922694206237793
PDC20,pdc_2020_0210100.xes,DisCoveR,512,275,213,0,0.6077032810271041,0.7882986913010008,0.7182377049180328,0.5328776495335333,1.0,146,0,36,0.26706719398498535
PDC20,pdc_2020_0210100.xes,Sp-DisCoveR,512,275,213,0,0.6077032810271041,0.7882986913010008,0.7182377049180328,0.5328776495335333,1.0,146,0,36,2.0571465492248535
PDC20,pdc_2020_0210100.xes,Sp-DisCoveR_no_i2e_e2i,512,275,213,0,0.6077032810271041,0.7882986913010008,0.7182377049180328,0.5328776495335333,1.0,146,0,36,1.918344259262085
PDC20,pdc_2020_0101110.xes,DisCoveR,516,204,280,0,0.7329842931937173,0.8349514563106796,0.7892561983471074,0.6438948291174479,1.0,35,0,22,0.16089725494384766
PDC20,pdc_2020_0101110.xes,Sp-DisCoveR,516,204,280,0,0.7329842931937173,0.8349514563106796,0.7892561983471074,0.6438948291174479,1.0,35,0,22,1.1508171558380127
PDC20,pdc_2020_0101110.xes,Sp-DisCoveR_no_i2e_e2i,516,204,280,0,0.7329842931937173,0.8349514563106796,0.7892561983471074,0.6438948291174479,1.0,35,0,22,1.191826343536377
PDC20,pdc_2020_0200011.xes,DisCoveR,522,400,78,0,0.28057553956834536,0.7229916897506925,0.5815899581589958,0.3039506972771441,1.0,141,0,32,0.6320674419403076
PDC20,pdc_2020_0200011.xes,Sp-DisCoveR,522,400,78,0,0.28057553956834536,0.7229916897506925,0.5815899581589958,0.3039506972771441,1.0,141,0,32,2.6819260120391846
PDC20,pdc_2020_0200011.xes,Sp-DisCoveR_no_i2e_e2i,522,400,78,0,0.28057553956834536,0.7229916897506925,0.5815899581589958,0.3039506972771441,1.0,141,0,32,2.8177621364593506
PDC20,pdc_2020_1100100.xes,DisCoveR,529,188,283,0,0.7506631299734747,0.8491171749598716,0.8004246284501062,0.665811086517164,1.0,127,0,32,0.39732956886291504
PDC20,pdc_2020_1100100.xes,Sp-DisCoveR,529,188,283,0,0.7506631299734747,0.8491171749598716,0.8004246284501062,0.665811086517164,1.0,126,1,33,1.5981383323669434
PDC20,pdc_2020_1100100.xes,Sp-DisCoveR_no_i2e_e2i,529,188,283,0,0.7506631299734747,0.8491171749598716,0.8004246284501062,0.665811086517164,1.0,121,1,33,1.5771243572235107
PDC20,pdc_2020_1000011.xes,DisCoveR,500,392,108,0,0.35526315789473684,0.7183908045977011,0.608,0.34796010286217655,1.0,16,0,18,0.0763859748840332
PDC20,pdc_2020_1000011.xes,Sp-DisCoveR,500,383,117,0,0.37925445705024313,0.723065798987708,0.617,0.36400938347394035,1.0,16,0,18,0.6623408794403076
PDC20,pdc_2020_1000011.xes,Sp-DisCoveR_no_i2e_e2i,500,383,117,0,0.37925445705024313,0.723065798987708,0.617,0.36400938347394035,1.0,16,0,18,0.6696596145629883
PDC20,pdc_2020_0001111.xes,DisCoveR,558,440,2,0,0.00900900900900901,0.7172236503856041,0.502262443438914,0.0502985762360208,1.0,3,0,14,0.04424405097961426
PDC20,pdc_2020_0001111.xes,Sp-DisCoveR,558,440,2,0,0.00900900900900901,0.7172236503856041,0.502262443438914,0.0502985762360208,1.0,3,0,14,0.4721975326538086
PDC20,pdc_2020_0001111.xes,Sp-DisCoveR_no_i2e_e2i,558,440,2,0,0.00900900900900901,0.7172236503856041,0.502262443438914,0.0502985762360208,1.0,3,0,14,0.59716796875
PDC20,pdc_2020_0010010.xes,DisCoveR,530,70,400,0,0.9195402298850576,0.9380530973451328,0.925531914893617,0.8670484701822557,1.0,58,0,18,0.060930490493774414
PDC20,pdc_2020_0010010.xes,Sp-DisCoveR,530,70,400,0,0.9195402298850576,0.9380530973451328,0.925531914893617,0.8670484701822557,1.0,52,1,19,0.6082262992858887
PDC20,pdc_2020_0010010.xes,Sp-DisCoveR_no_i2e_e2i,530,70,400,0,0.9195402298850576,0.9380530973451328,0.925531914893617,0.8670484701822557,1.0,52,1,19,0.6234164237976074
PDC20,pdc_2020_1111100.xes,DisCoveR,536,159,305,0,0.7932379713914175,0.8708367181153533,0.8286637931034483,0.7120015219114125,1.0,62,0,24,0.09722208976745605
PDC20,pdc_2020_1111100.xes,Sp-DisCoveR,536,159,305,0,0.7932379713914175,0.8708367181153533,0.8286637931034483,0.7120015219114125,1.0,59,1,25,0.9073925018310547
PDC20,pdc_2020_1111100.xes,Sp-DisCoveR_no_i2e_e2i,536,165,299,0,0.783748361730013,0.8666127728375101,0.822198275862069,0.7019399973992375,1.0,54,1,25,0.8969290256500244
PDC20,pdc_2020_1111010.xes,DisCoveR,505,139,356,0,0.8366627497062279,0.8790252393385554,0.8595959595959596,0.7509744386068465,1.0,58,0,22,0.10296082496643066
PDC20,pdc_2020_1111010.xes,Sp-DisCoveR,505,135,360,0,0.8421052631578948,0.8820960698689956,0.8636363636363636,0.7575378778408618,1.0,57,1,23,0.8859796524047852
PDC20,pdc_2020_1111010.xes,Sp-DisCoveR_no_i2e_e2i,505,142,353,0,0.8325471698113208,0.8767361111111112,0.8565656565656565,0.7460678095192106,1.0,53,1,23,0.8818204402923584
PDC20,pdc_2020_1101000.xes,DisCoveR,509,160,331,0,0.805352798053528,0.8641765704584041,0.8370672097759675,0.7161748785941529,1.0,65,0,24,0.176008939743042
PDC20,pdc_2020_1101000.xes,Sp-DisCoveR,509,152,339,0,0.8168674698795181,0.8700854700854701,0.845213849287169,0.7291506452724759,1.0,66,1,25,1.2088274955749512
PDC20,pdc_2020_1101000.xes,Sp-DisCoveR_no_i2e_e2i,509,156,335,0,0.8111380145278451,0.8671209540034072,0.8411405295315681,0.722652860290416,1.0,62,1,25,1.3045485019683838
PDC20,pdc_2020_0101001.xes,DisCoveR,517,464,19,0,0.07569721115537847,0.6902536715620828,0.5196687370600415,0.14398392324488735,1.0,8,0,24,0.16101455688476562
PDC20,pdc_2020_0101001.xes,Sp-DisCoveR,517,456,27,0,0.10588235294117647,0.6939597315436241,0.5279503105590062,0.17234439670930402,1.0,8,0,24,1.13145112991333
PDC20,pdc_2020_0101001.xes,Sp-DisCoveR_no_i2e_e2i,517,456,27,0,0.10588235294117647,0.6939597315436241,0.5279503105590062,0.17234439670930402,1.0,8,0,24,1.1301336288452148
PDC20,pdc_2020_1200000.xes,DisCoveR,485,288,227,0,0.6118598382749326,0.7710651828298888,0.7203883495145631,0.5258845797708697,1.0,144,0,36,0.4482557773590088
PDC20,pdc_2020_1200000.xes,Sp-DisCoveR,485,278,237,0,0.6303191489361701,0.7772435897435898,0.7300970873786408,0.5408528951605183,1.0,153,1,37,3.006984233856201
PDC20,pdc_2020_1200000.xes,Sp-DisCoveR_no_i2e_e2i,485,278,237,0,0.6303191489361701,0.7772435897435898,0.7300970873786408,0.5408528951605183,1.0,148,1,37,2.8513145446777344
PDC20,pdc_2020_0101100.xes,DisCoveR,551,198,251,0,0.7171428571428572,0.8476923076923077,0.7795100222717148,0.6412813072367343,1.0,38,0,24,0.16762685775756836
PDC20,pdc_2020_0101100.xes,Sp-DisCoveR,551,198,251,0,0.7171428571428572,0.8476923076923077,0.7795100222717148,0.6412813072367343,1.0,38,0,24,1.3781354427337646
PDC20,pdc_2020_0101100.xes,Sp-DisCoveR_no_i2e_e2i,551,198,251,0,0.7171428571428572,0.8476923076923077,0.7795100222717148,0.6412813072367343,1.0,38,0,24,1.1639480590820312
PDC20,pdc_2020_1110100.xes,DisCoveR,502,192,306,0,0.7611940298507462,0.8394648829431438,0.8072289156626506,0.6666811335999606,1.0,143,0,32,0.15580177307128906
PDC20,pdc_2020_1110100.xes,Sp-DisCoveR,502,192,306,0,0.7611940298507462,0.8394648829431438,0.8072289156626506,0.6666811335999606,1.0,142,1,33,1.5273897647857666
PDC20,pdc_2020_1110100.xes,Sp-DisCoveR_no_i2e_e2i,502,192,306,0,0.7611940298507462,0.8394648829431438,0.8072289156626506,0.6666811335999606,1.0,137,1,33,1.3707249164581299
PDC20,pdc_2020_0100110.xes,DisCoveR,515,246,239,0,0.6602209944751382,0.8072100313479624,0.7463917525773196,0.577483217218509,1.0,111,0,29,0.24918651580810547
PDC20,pdc_2020_0100110.xes,Sp-DisCoveR,515,246,239,0,0.6602209944751382,0.8072100313479624,0.7463917525773196,0.577483217218509,1.0,111,0,29,1.6790428161621094
PDC20,pdc_2020_0100110.xes,Sp-DisCoveR_no_i2e_e2i,515,246,239,0,0.6602209944751382,0.8072100313479624,0.7463917525773196,0.577483217218509,1.0,111,0,29,1.6636030673980713
PDC20,pdc_2020_1101011.xes,DisCoveR,505,388,107,0,0.3554817275747508,0.7224606580829758,0.6080808080808081,0.3496304498592408,1.0,23,0,22,0.29036903381347656
PDC20,pdc_2020_1101011.xes,Sp-DisCoveR,505,383,112,0,0.3690280065897858,0.7250538406317301,0.6131313131313132,0.358711762664857,1.0,23,0,22,1.0999081134796143
PDC20,pdc_2020_1101011.xes,Sp-DisCoveR_no_i2e_e2i,505,383,112,0,0.3690280065897858,0.7250538406317301,0.6131313131313132,0.358711762664857,1.0,23,0,22,1.1290216445922852
PDC20,pdc_2020_0200000.xes,DisCoveR,500,310,190,0,0.5507246376811594,0.7633587786259541,0.69,0.4843221048378526,1.0,136,0,36,0.5110385417938232
PDC20,pdc_2020_0200000.xes,Sp-DisCoveR,500,310,190,0,0.5507246376811594,0.7633587786259541,0.69,0.4843221048378526,1.0,136,0,36,3.036264657974243
PDC20,pdc_2020_0200000.xes,Sp-DisCoveR_no_i2e_e2i,500,310,190,0,0.5507246376811594,0.7633587786259541,0.69,0.4843221048378526,1.0,136,0,36,3.02783203125
PDC20,pdc_2020_1000101.xes,DisCoveR,542,375,83,0,0.3068391866913124,0.7429746401644963,0.5906113537117904,0.3272813686203336,1.0,27,0,20,0.07589244842529297
PDC20,pdc_2020_1000101.xes,Sp-DisCoveR,542,366,92,0,0.33454545454545453,0.7475862068965518,0.6004366812227074,0.3462724132687811,1.0,27,0,20,0.8494420051574707
PDC20,pdc_2020_1000101.xes,Sp-DisCoveR_no_i2e_e2i,542,366,92,0,0.33454545454545453,0.7475862068965518,0.6004366812227074,0.3462724132687811,1.0,27,0,20,0.7263138294219971
PDC20,pdc_2020_0101011.xes,DisCoveR,525,460,15,0,0.061224489795918366,0.6953642384105961,0.5157894736842106,0.12973595742176955,1.0,6,0,22,0.2853243350982666
PDC20,pdc_2020_0101011.xes,Sp-DisCoveR,525,460,15,0,0.061224489795918366,0.6953642384105961,0.5157894736842106,0.12973595742176955,1.0,6,0,22,1.124528169631958
PDC20,pdc_2020_0101011.xes,Sp-DisCoveR_no_i2e_e2i,525,460,15,0,0.061224489795918366,0.6953642384105961,0.5157894736842106,0.12973595742176955,1.0,6,0,22,1.1228265762329102
PDC20,pdc_2020_0000100.xes,DisCoveR,550,10,440,0,0.9887640449438202,0.9909909909909909,0.9888888888888889,0.9799578870122228,1.0,73,0,20,0.09882807731628418
PDC20,pdc_2020_0000100.xes,Sp-DisCoveR,550,10,440,0,0.9887640449438202,0.9909909909909909,0.9888888888888889,0.9799578870122228,1.0,66,1,21,0.8856589794158936
PDC20,pdc_2020_0000100.xes,Sp-DisCoveR_no_i2e_e2i,550,10,440,0,0.9887640449438202,0.9909909909909909,0.9888888888888889,0.9799578870122228,1.0,66,1,21,0.7977221012115479
PDC20,pdc_2020_1210011.xes,DisCoveR,492,340,168,0,0.4970414201183432,0.743202416918429,0.6653543307086615,0.44222538933528427,1.0,123,0,32,0.42218875885009766
PDC20,pdc_2020_1210011.xes,Sp-DisCoveR,492,339,169,0,0.49926144756277696,0.7437641723356009,0.6663385826771654,0.44380637433380216,1.0,123,0,32,2.036747932434082
PDC20,pdc_2020_1210011.xes,Sp-DisCoveR_no_i2e_e2i,492,339,169,0,0.49926144756277696,0.7437641723356009,0.6663385826771654,0.44380637433380216,1.0,123,0,32,1.8398621082305908
PDC20,pdc_2020_1010011.xes,DisCoveR,516,411,73,0,0.2621184919210054,0.7151767151767152,0.5754132231404958,0.2897501923755226,1.0,15,0,18,0.1656019687652588
PDC20,pdc_2020_1010011.xes,Sp-DisCoveR,516,411,73,0,0.2621184919210054,0.7151767151767152,0.5754132231404958,0.2897501923755226,1.0,15,0,18,0.6385288238525391
PDC20,pdc_2020_1010011.xes,Sp-DisCoveR_no_i2e_e2i,516,411,73,0,0.2621184919210054,0.7151767151767152,0.5754132231404958,0.2897501923755226,1.0,15,0,18,0.6387045383453369
PDC20,pdc_2020_1211100.xes,DisCoveR,516,218,266,0,0.7093333333333334,0.8256000000000001,0.774793388429752,0.6215770319281254,1.0,64,0,24,0.14934206008911133
PDC20,pdc_2020_1211100.xes,Sp-DisCoveR,516,218,266,0,0.7093333333333334,0.8256000000000001,0.774793388429752,0.6215770319281254,1.0,61,1,25,1.1350512504577637
PDC20,pdc_2020_1211100.xes,Sp-DisCoveR_no_i2e_e2i,516,221,263,0,0.7041499330655957,0.8236233040702315,0.7716942148760331,0.6168027485345849,1.0,56,1,25,1.1162261962890625
PDC20,pdc_2020_1100101.xes,DisCoveR,529,326,145,0,0.4707792207792208,0.7644508670520231,0.6539278131634819,0.4364337484162779,1.0,88,0,32,0.21649169921875
PDC20,pdc_2020_1100101.xes,Sp-DisCoveR,529,325,146,0,0.47325769854132904,0.765003615328995,0.6549893842887473,0.43819243441155015,1.0,88,0,32,1.6959822177886963
PDC20,pdc_2020_1100101.xes,Sp-DisCoveR_no_i2e_e2i,529,325,146,0,0.47325769854132904,0.765003615328995,0.6549893842887473,0.43819243441155015,1.0,88,0,32,1.549638271331787
PDC20,pdc_2020_1001110.xes,DisCoveR,540,76,384,0,0.909952606635071,0.9342560553633218,0.9173913043478261,0.8554472217391634,1.0,40,0,14,0.05423879623413086
PDC20,pdc_2020_1001110.xes,Sp-DisCoveR,540,72,388,0,0.9150943396226415,0.9375,0.9217391304347826,0.8626966583316961,1.0,37,1,15,0.5224447250366211
PDC20,pdc_2020_1001110.xes,Sp-DisCoveR_no_i2e_e2i,540,77,383,0,0.9086595492289442,0.9334485738980121,0.9163043478260869,0.8536400233996263,1.0,33,1,15,0.5157971382141113
PDC20,pdc_2020_1110001.xes,DisCoveR,516,400,84,0,0.29577464788732394,0.7206703910614526,0.5867768595041323,0.3126756606874205,1.0,61,0,32,0.14551091194152832
PDC20,pdc_2020_1110001.xes,Sp-DisCoveR,516,400,84,0,0.29577464788732394,0.7206703910614526,0.5867768595041323,0.3126756606874205,1.0,61,0,32,1.378676414489746
PDC20,pdc_2020_1110001.xes,Sp-DisCoveR_no_i2e_e2i,516,400,84,0,0.29577464788732394,0.7206703910614526,0.5867768595041323,0.3126756606874205,1.0,61,0,32,1.2500991821289062
PDC20,pdc_2020_1110000.xes,DisCoveR,516,164,320,0,0.7960199004975125,0.862876254180602,0.8305785123966942,0.7083089065154416,1.0,142,0,32,0.277468204498291
PDC20,pdc_2020_1110000.xes,Sp-DisCoveR,516,157,327,0,0.8064118372379778,0.8679562657695543,0.8378099173553719,0.7197281915445083,1.0,143,1,33,1.3886444568634033
PDC20,pdc_2020_1110000.xes,Sp-DisCoveR_no_i2e_e2i,516,157,327,0,0.8064118372379778,0.8679562657695543,0.8378099173553719,0.7197281915445083,1.0,139,1,33,1.362020492553711
PDC20,pdc_2020_1111000.xes,DisCoveR,513,146,341,0,0.8236714975845411,0.8754266211604096,0.8501026694045175,0.7382928867733618,1.0,65,0,24,0.11205244064331055
PDC20,pdc_2020_1111000.xes,Sp-DisCoveR,513,138,349,0,0.8349282296650719,0.8814432989690721,0.8583162217659137,0.7514782600433012,1.0,66,1,25,0.9830484390258789
PDC20,pdc_2020_1111000.xes,Sp-DisCoveR_no_i2e_e2i,513,146,341,0,0.8236714975845411,0.8754266211604096,0.8501026694045175,0.7382928867733618,1.0,62,1,25,0.9715654850006104
PDC20,pdc_2020_0100101.xes,DisCoveR,559,365,76,0,0.2940038684719536,0.7538772757923129,0.5861678004535147,0.3228921001525757,1.0,49,0,32,0.3416612148284912
PDC20,pdc_2020_0100101.xes,Sp-DisCoveR,559,359,82,0,0.3135755258126195,0.7569397427217334,0.5929705215419501,0.3364900253030268,1.0,49,0,32,1.5242180824279785
PDC20,pdc_2020_0100101.xes,Sp-DisCoveR_no_i2e_e2i,559,359,82,0,0.3135755258126195,0.7569397427217334,0.5929705215419501,0.3364900253030268,1.0,49,0,32,1.5386557579040527
PDC20,pdc_2020_0210110.xes,DisCoveR,532,245,223,0,0.6454413892908827,0.8128342245989304,0.7382478632478633,0.5711823931541713,1.0,134,0,32,0.24709725379943848
PDC20,pdc_2020_0210110.xes,Sp-DisCoveR,532,245,223,0,0.6454413892908827,0.8128342245989304,0.7382478632478633,0.5711823931541713,1.0,134,0,32,1.827219009399414
PDC20,pdc_2020_0210110.xes,Sp-DisCoveR_no_i2e_e2i,532,245,223,0,0.6454413892908827,0.8128342245989304,0.7382478632478633,0.5711823931541713,1.0,134,0,32,1.7001588344573975
PDC20,pdc_2020_1001001.xes,DisCoveR,510,415,75,0,0.2654867256637168,0.7108013937282229,0.576530612244898,0.29050045260195645,1.0,18,0,16,0.05588650703430176
PDC20,pdc_2020_1001001.xes,Sp-DisCoveR,510,415,75,0,0.2654867256637168,0.7108013937282229,0.576530612244898,0.29050045260195645,1.0,18,0,16,0.667250394821167
PDC20,pdc_2020_1001001.xes,Sp-DisCoveR_no_i2e_e2i,510,415,75,0,0.2654867256637168,0.7108013937282229,0.576530612244898,0.29050045260195645,1.0,18,0,16,0.5641438961029053
PDC20,pdc_2020_1101100.xes,DisCoveR,535,166,299,0,0.7827225130890053,0.865695792880259,0.821505376344086,0.7005304213002814,1.0,62,0,24,0.27394771575927734
PDC20,pdc_2020_1101100.xes,Sp-DisCoveR,535,166,299,0,0.7827225130890053,0.865695792880259,0.821505376344086,0.7005304213002814,1.0,59,1,25,1.1534812450408936
PDC20,pdc_2020_1101100.xes,Sp-DisCoveR_no_i2e_e2i,535,172,293,0,0.7730870712401056,0.8615136876006442,0.8150537634408602,0.6905172270487462,1.0,54,1,25,1.1422910690307617
PDC20,pdc_2020_1011001.xes,DisCoveR,496,395,109,0,0.3556280587275693,0.71521268925739,0.6081349206349207,0.34697642414313606,1.0,20,0,16,0.03976607322692871
